name,type_1,type_2,hp,attack,defense,speed,sp_attack,sp_defense,evs,moves,tutor_moves,catch_rate,happiness,abilities,hidden_abilities,height,weight,pokedex,generation,evolutions
Graveler,ROCK,GROUND,55,95,115,35,45,45,,"1,TACKLE,1,DEFENSECURL,1,ROCKPOLISH,4,SANDSTORM,6,ROCKPOLISH,10,ROLLOUT,12,HARDEN,16,ROCKTHROW,18,SMACKDOWN,22,BULLDOZE,24,SELFDESTRUCT,30,STEALTHROCK,34,ROCKBLAST,40,EARTHQUAKE,44,EXPLOSION,50,DOUBLEEDGE,54,STONEEDGE","ANCIENTPOWER,ATTRACT,BLOCK,BODYSLAM,BRICKBREAK,BULLDOZE,CAPTIVATE,CONFIDE,COUNTER,DEFENSECURL,DIG,DOUBLEEDGE,DOUBLETEAM,DYNAMICPUNCH,EARTHPOWER,EARTHQUAKE,ENDURE,EXPLOSION,FACADE,FIREBLAST,FIREPUNCH,FLAMETHROWER,FLING,FOCUSPUNCH,FRUSTRATION,GYROBALL,HEADBUTT,HIDDENPOWER,INCINERATE,IRONDEFENSE,MEGAPUNCH,METRONOME,MIMIC,MUDSLAP,NATURALGIFT,NATUREPOWER,POWERUPPUNCH,PROTECT,REST,RETURN,ROCKCLIMB,ROCKPOLISH,ROCKSLIDE,ROCKSMASH,ROCKTOMB,ROLLOUT,ROUND,SANDSTORM,SECRETPOWER,SEISMICTOSS,SLEEPTALK,SMACKDOWN,SNORE,STEALTHROCK,STOMPINGTANTRUM,STONEEDGE,STRENGTH,SUBSTITUTE,SUCKERPUNCH,SUNNYDAY,SUPERPOWER,SWAGGER,THUNDERPUNCH",120,50,"ROCKHEAD,STURDY",SANDVEIL,1.0,105.0,"They descend from mountains by tumbling down steep slopes. They are so brutal, they smash aside obstructing trees and huge boulders with thunderous tackles.",1,"GOLEM,Trade,"
Golem,ROCK,GROUND,80,120,130,45,55,65,,"1,HEAVYSLAM,1,TACKLE,1,DEFENSECURL,1,ROCKPOLISH,4,SANDSTORM,6,ROCKPOLISH,10,ROLLOUT,12,HARDEN,16,ROCKTHROW,18,SMACKDOWN,22,BULLDOZE,24,SELFDESTRUCT,30,STEALTHROCK,34,ROCKBLAST,40,EARTHQUAKE,44,EXPLOSION,50,DOUBLEEDGE,54,STONEEDGE,60,HEAVYSLAM","ANCIENTPOWER,ATTRACT,BLOCK,BODYSLAM,BRICKBREAK,BULLDOZE,CAPTIVATE,CONFIDE,COUNTER,DEFENSECURL,DIG,DOUBLEEDGE,DOUBLETEAM,DYNAMICPUNCH,EARTHPOWER,EARTHQUAKE,ENDURE,EXPLOSION,FACADE,FIREBLAST,FIREPUNCH,FLAMETHROWER,FLING,FOCUSBLAST,FOCUSPUNCH,FRUSTRATION,FURYCUTTER,GIGAIMPACT,GYROBALL,HEADBUTT,HIDDENPOWER,HYPERBEAM,INCINERATE,IRONDEFENSE,IRONHEAD,MEGAKICK,MEGAPUNCH,METRONOME,MIMIC,MUDSLAP,NATURALGIFT,NATUREPOWER,POWERUPPUNCH,PROTECT,REST,RETURN,ROAR,ROCKCLIMB,ROCKPOLISH,ROCKSLIDE,ROCKSMASH,ROCKTOMB,ROLLOUT,ROUND,SANDSTORM,SECRETPOWER,SEISMICTOSS,SLEEPTALK,SMACKDOWN,SNORE,STEALTHROCK,STOMPINGTANTRUM,STONEEDGE,STRENGTH,SUBSTITUTE,SUCKERPUNCH,SUNNYDAY,SUPERPOWER,SWAGGER,THUNDERPUNCH",45,50,"ROCKHEAD,STURDY",SANDVEIL,1.4,300.0,"It is said to live in volcanic craters on mountain peaks. Once a year, it sheds its hide and grows larger. The shed hide crumbles and returns to the soil.",1,
Ponyta,FIRE,,50,85,55,90,65,65,,"1,TACKLE,1,GROWL,5,TAILWHIP,10,EMBER,15,FLAMECHARGE,20,AGILITY,25,FLAMEWHEEL,30,STOMP,35,FIRESPIN,41,TAKEDOWN,45,INFERNO,50,FIREBLAST,55,FLAREBLITZ","AGILITY,ALLYSWITCH,ATTRACT,BODYSLAM,BOUNCE,CAPTIVATE,CHARM,CONFIDE,DOUBLEEDGE,DOUBLETEAM,ECHOEDVOICE,ENDURE,EXPANDINGFORCE,FACADE,FIREBLAST,FIRESPIN,FLAMECHARGE,FLAMETHROWER,FLAREBLITZ,FRUSTRATION,HEADBUTT,HEATWAVE,HIDDENPOWER,HIGHHORSEPOWER,INCINERATE,IRONTAIL,LOWKICK,MIMIC,MYSTICALFIRE,NATURALGIFT,OVERHEAT,PLAYROUGH,PROTECT,REST,RETURN,ROUND,SECRETPOWER,SLEEPTALK,SNORE,SOLARBEAM,SOLARBLADE,STRENGTH,SUBSTITUTE,SUNNYDAY,SWAGGER,SWIFT,WILDCHARGE,WILLOWISP",190,50,"RUNAWAY,FLASHFIRE",FLAMEBODY,1.0,30.0,A Ponyta is very weak at birth. It can barely stand up. Its legs become stronger as it stumbles and falls while trying to keep up with its parent.,1,"RAPIDASH,Level,40"
Rapidash,FIRE,,65,100,70,105,80,80,,"0,SMARTSTRIKE,1,MEGAHORN,1,POISONJAB,1,TACKLE,1,QUICKATTACK,1,GROWL,1,TAILWHIP,1,EMBER,15,FLAMECHARGE,20,AGILITY,25,FLAMEWHEEL,30,STOMP,35,FIRESPIN,43,TAKEDOWN,49,INFERNO,56,FIREBLAST,63,FLAREBLITZ","AGILITY,ALLYSWITCH,ATTRACT,BATONPASS,BODYSLAM,BOUNCE,CAPTIVATE,CHARM,CONFIDE,DOUBLEEDGE,DOUBLETEAM,DRILLRUN,ECHOEDVOICE,ENDURE,FACADE,FIREBLAST,FIRESPIN,FLAMECHARGE,FLAMETHROWER,FLAREBLITZ,FRUSTRATION,GIGAIMPACT,HEADBUTT,HEATWAVE,HIDDENPOWER,HIGHHORSEPOWER,HYPERBEAM,INCINERATE,IRONTAIL,LOWKICK,MEGAHORN,MIMIC,MYSTICALFIRE,NATURALGIFT,OVERHEAT,PAYDAY,PLAYROUGH,POISONJAB,PROTECT,REST,RETURN,ROUND,SCORCHINGSANDS,SECRETPOWER,SLEEPTALK,SMARTSTRIKE,SNORE,SOLARBEAM,SOLARBLADE,STRENGTH,SUBSTITUTE,SUNNYDAY,SWAGGER,SWIFT,SWORDSDANCE,THROATCHOP,WILDCHARGE,WILLOWISP",60,50,"RUNAWAY,FLASHFIRE",FLAMEBODY,1.7,95.0,"It usually canters casually in the fields and plains. But once a Rapidash turns serious, its fiery manes flare and blaze as it gallops its way up to 150 mph.",1,
Slowpoke,WATER,PSYCHIC,90,65,65,15,40,40,,"1,TACKLE,1,CURSE,3,GROWL,6,WATERGUN,9,YAWN,12,CONFUSION,15,DISABLE,18,WATERPULSE,21,HEADBUTT,24,ZENHEADBUTT,27,AMNESIA,30,SURF,33,SLACKOFF,36,PSYCHIC,39,PSYCHUP,42,RAINDANCE,45,HEALPULSE","AFTERYOU,AMNESIA,AQUATAIL,ATTRACT,BLIZZARD,BLOCK,BODYSLAM,BRINE,BULLDOZE,CALMMIND,CAPTIVATE,CONFIDE,DIG,DIVE,DOUBLEEDGE,DOUBLETEAM,DREAMEATER,EARTHQUAKE,ECHOEDVOICE,ENDURE,EXPANDINGFORCE,FACADE,FIREBLAST,FLAMETHROWER,FLASH,FRUSTRATION,FUTURESIGHT,GRASSKNOT,HAIL,HEADBUTT,HIDDENPOWER,HYDROPUMP,ICEBEAM,ICYWIND,IMPRISON,INCINERATE,IRONTAIL,LIGHTSCREEN,LIQUIDATION,MAGICCOAT,MIMIC,MUDSHOT,MUDSLAP,NATURALGIFT,PAYDAY,PROTECT,PSYCHIC,PSYCHICTERRAIN,PSYCHUP,PSYSHOCK,RAINDANCE,RECYCLE,REST,RETURN,ROUND,SAFEGUARD,SCALD,SECRETPOWER,SHADOWBALL,SIGNALBEAM,SKILLSWAP,SLEEPTALK,SNORE,STOREDPOWER,STRENGTH,SUBSTITUTE,SUNNYDAY,SURF,SWAGGER,SWIFT,TELEKINESIS,THUNDERWAVE,TRIATTACK,TRICK,TRICKROOM,WATERPULSE,WEATHERBALL,WHIRLPOOL,WONDERROOM,ZENHEADBUTT",190,50,"OBLIVIOUS,OWNTEMPO",REGENERATOR,1.2,36.0,It catches prey by dipping its tail in water at the side of a river. But it often forgets what it is doing and spends whole days just loafing at the water's edge.,1,"SLOWBRO,Level,37,SLOWKING,TradeItem,KINGSROCK"
Slowbro,WATER,PSYCHIC,95,75,110,30,100,80,,"1,WITHDRAW,1,TACKLE,1,CURSE,1,GROWL,1,WATERGUN,9,YAWN,12,CONFUSION,15,DISABLE,18,WATERPULSE,21,HEADBUTT,24,ZENHEADBUTT,27,AMNESIA,30,SURF,33,SLACKOFF,36,PSYCHIC,41,PSYCHUP,46,RAINDANCE,51,HEALPULSE","AERIALACE,AFTERYOU,AMNESIA,AQUATAIL,ATTRACT,AVALANCHE,BLIZZARD,BLOCK,BODYPRESS,BODYSLAM,BRICKBREAK,BRINE,BULLDOZE,CALMMIND,CAPTIVATE,CONFIDE,COUNTER,DIG,DIVE,DOUBLEEDGE,DOUBLETEAM,DRAINPUNCH,DREAMEATER,DYNAMICPUNCH,EARTHQUAKE,ECHOEDVOICE,ENDURE,EXPANDINGFORCE,FACADE,FIREBLAST,FLAMETHROWER,FLASH,FLING,FOCUSBLAST,FOCUSPUNCH,FOULPLAY,FRUSTRATION,FURYCUTTER,FUTURESIGHT,GIGAIMPACT,GRASSKNOT,HAIL,HEADBUTT,HIDDENPOWER,HYDROPUMP,HYPERBEAM,ICEBEAM,ICEPUNCH,ICYWIND,IMPRISON,INCINERATE,IRONDEFENSE,IRONTAIL,LIGHTSCREEN,LIQUIDATION,MAGICCOAT,MEGAKICK,MEGAPUNCH,MIMIC,MUDDYWATER,MUDSHOT,MUDSLAP,NASTYPLOT,NATURALGIFT,PAYDAY,PROTECT,PSYCHIC,PSYCHICTERRAIN,PSYCHUP,PSYSHOCK,RAINDANCE,RAZORSHELL,RECYCLE,REST,RETURN,ROCKSMASH,ROUND,SAFEGUARD,SCALD,SECRETPOWER,SEISMICTOSS,SHADOWBALL,SIGNALBEAM,SKILLSWAP,SLEEPTALK,SNORE,STOREDPOWER,STRENGTH,SUBSTITUTE,SUNNYDAY,SURF,SWAGGER,SWIFT,TELEKINESIS,THUNDERWAVE,TRIATTACK,TRICK,TRICKROOM,WATERPULSE,WEATHERBALL,WHIRLPOOL,WONDERROOM,ZENHEADBUTT",75,50,"OBLIVIOUS,OWNTEMPO",REGENERATOR,1.6,78.5,"Its tail has a Shellder firmly attached with a bite. As a result, the tail can't be used for fishing anymore. This forces it to reluctantly swim and catch prey.",1,
Magnemite,ELECTRIC,STEEL,25,35,70,45,95,55,,"1,THUNDERSHOCK,1,TACKLE,4,SUPERSONIC,8,THUNDERWAVE,12,ELECTROBALL,16,GYROBALL,20,SPARK,24,SCREECH,28,MAGNETRISE,32,FLASHCANNON,36,DISCHARGE,40,METALSOUND,44,LIGHTSCREEN,48,LOCKON,52,ZAPCANNON","CHARGEBEAM,CONFIDE,DOUBLEEDGE,DOUBLETEAM,ELECTROBALL,ELECTROWEB,ENDURE,EXPLOSION,FACADE,FLASH,FLASHCANNON,FRUSTRATION,GRAVITY,GYROBALL,HIDDENPOWER,IRONDEFENSE,LIGHTSCREEN,MAGICCOAT,MAGNETRISE,MIMIC,NATURALGIFT,PROTECT,PSYCHUP,RAINDANCE,RECYCLE,REFLECT,REST,RETURN,RISINGVOLTAGE,ROLLOUT,ROUND,SCREECH,SECRETPOWER,SHOCKWAVE,SIGNALBEAM,SLEEPTALK,SNORE,STEELBEAM,SUBSTITUTE,SUNNYDAY,SWAGGER,SWIFT,THUNDER,THUNDERBOLT,THUNDERWAVE,VOLTSWITCH,WILDCHARGE",190,50,"MAGNETPULL,STURDY",ANALYTIC,0.3,6.0,The units at its sides are extremely powerful magnets. They generate enough magnetism to draw in iron objects from over 300 feet away.,1,"MAGNETON,Level,30"
Magneton,ELECTRIC,STEEL,50,60,95,70,120,70,,"0,TRIATTACK,1,ELECTRICTERRAIN,1,THUNDERSHOCK,1,TACKLE,1,SUPERSONIC,1,THUNDERWAVE,12,ELECTROBALL,16,GYROBALL,20,SPARK,24,SCREECH,28,MAGNETRISE,34,FLASHCANNON,40,DISCHARGE,46,METALSOUND,52,LIGHTSCREEN,58,LOCKON,64,ZAPCANNON","CHARGEBEAM,CONFIDE,DOUBLEEDGE,DOUBLETEAM,ELECTRICTERRAIN,ELECTROBALL,ELECTROWEB,ENDURE,EXPLOSION,FACADE,FLASH,FLASHCANNON,FRUSTRATION,GIGAIMPACT,GRAVITY,GYROBALL,HIDDENPOWER,HYPERBEAM,IRONDEFENSE,LIGHTSCREEN,MAGICCOAT,MAGNETRISE,MIMIC,NATURALGIFT,PROTECT,PSYCHUP,RAINDANCE,RECYCLE,REFLECT,REST,RETURN,RISINGVOLTAGE,ROLLOUT,ROUND,SCREECH,SECRETPOWER,SHOCKWAVE,SIGNALBEAM,SLEEPTALK,SNORE,STEELBEAM,SUBSTITUTE,SUNNYDAY,SWAGGER,SWIFT,THUNDER,THUNDERBOLT,THUNDERWAVE,TRIATTACK,VOLTSWITCH,WILDCHARGE",60,50,"MAGNETPULL,STURDY",ANALYTIC,1.0,60.0,"It is actually three Magnemite linked by magnetism. It generates powerful radio waves that raise temperatures by 3.6 degrees F within a 3,300-foot radius.",1,"MAGNEZONE,Item,THUNDERSTONE,MAGNEZONE,LocationFlag,Magnetic"
Farfetch'd,NORMAL,FLYING,52,90,55,60,58,62,,"1,PECK,1,SANDATTACK,5,LEER,10,FURYCUTTER,15,CUT,20,AERIALACE,25,AIRCUTTER,30,KNOCKOFF,35,FALSESWIPE,40,SLASH,45,SWORDSDANCE,50,AIRSLASH,55,LEAFBLADE,60,AGILITY,65,BRAVEBIRD","ACROBATICS,AERIALACE,AGILITY,AIRCUTTER,AIRSLASH,ATTRACT,BATONPASS,BODYSLAM,BRAVEBIRD,BRUTALSWING,CAPTIVATE,CLOSECOMBAT,CONFIDE,COVET,CUT,DEFOG,DOUBLEEDGE,DOUBLETEAM,DUALWINGBEAT,ENDURE,FACADE,FALSESWIPE,FLY,FOCUSENERGY,FRUSTRATION,FURYCUTTER,HEADBUTT,HEATWAVE,HELPINGHAND,HIDDENPOWER,IRONTAIL,KNOCKOFF,LASERFOCUS,LASTRESORT,LEAFBLADE,MIMIC,MUDSLAP,NATURALGIFT,OMINOUSWIND,PLUCK,POISONJAB,PROTECT,PSYCHUP,REST,RETALIATE,RETURN,REVENGE,ROOST,ROUND,SECRETPOWER,SKYATTACK,SLEEPTALK,SNORE,SOLARBLADE,STEELWING,SUBSTITUTE,SUNNYDAY,SWAGGER,SWIFT,SWORDSDANCE,TAILWIND,THIEF,THROATCHOP,TWISTER,UPROAR,UTURN,WORKUP",45,50,"KEENEYE,INNERFOCUS",DEFIANT,0.8,15.0,"It is always seen with a stick from a plant. Apparently, there are good sticks and bad sticks. This Pokémon occasionally fights with others over choice sticks.",1,"SIRFETCHD,None,"
Doduo,NORMAL,FLYING,35,85,45,75,35,35,,"1,PECK,1,GROWL,5,QUICKATTACK,8,LEER,12,FURYATTACK,15,WINGATTACK,19,PLUCK,22,DOUBLEHIT,26,AGILITY,29,UPROAR,33,ACUPRESSURE,36,SWORDSDANCE,40,LUNGE,43,DRILLPECK,47,ENDEAVOR,50,THRASH","AERIALACE,AIRCUTTER,ATTRACT,BODYSLAM,CAPTIVATE,CONFIDE,DOUBLEEDGE,DOUBLETEAM,ECHOEDVOICE,ENDEAVOR,ENDURE,FACADE,FLY,FRUSTRATION,HIDDENPOWER,KNOCKOFF,MIMIC,MUDSLAP,NATURALGIFT,PLUCK,PROTECT,REST,RETURN,ROOST,ROUND,SECRETPOWER,SLEEPTALK,SNORE,STEELWING,SUBSTITUTE,SUNNYDAY,SWAGGER,SWIFT,SWORDSDANCE,THIEF,UPROAR,WORKUP",190,50,"RUNAWAY,EARLYBIRD",TANGLEDFEET,1.4,39.2,"Even while eating or sleeping, one of the heads remains always vigilant for any sign of danger. When threatened, it flees at over 60 miles per hour.",1,"DODRIO,Level,31"
Dodrio,NORMAL,FLYING,60,110,70,110,60,60,,"0,TRIATTACK,1,PECK,1,GROWL,1,QUICKATTACK,5,QUICKATTACK,8,LEER,12,FURYATTACK,15,WINGATTACK,19,PLUCK,22,DOUBLEHIT,26,AGILITY,29,UPROAR,34,ACUPRESSURE,38,SWORDSDANCE,43,LUNGE,47,DRILLPECK,52,ENDEAVOR,56,THRASH","AERIALACE,AIRCUTTER,ATTRACT,BODYSLAM,CAPTIVATE,CONFIDE,DOUBLEEDGE,DOUBLETEAM,ECHOEDVOICE,ENDEAVOR,ENDURE,FACADE,FLY,FRUSTRATION,GIGAIMPACT,HIDDENPOWER,HYPERBEAM,KNOCKOFF,MIMIC,MUDSLAP,NATURALGIFT,PAYBACK,PLUCK,PROTECT,REST,RETURN,ROOST,ROUND,SECRETPOWER,SKYATTACK,SLEEPTALK,SNORE,STEELWING,STOMPINGTANTRUM,SUBSTITUTE,SUNNYDAY,SWAGGER,SWIFT,SWORDSDANCE,TAUNT,THIEF,TORMENT,UPROAR,WORKUP",45,50,"RUNAWAY,EARLYBIRD",TANGLEDFEET,1.8,85.2,A peculiar Pokémon species with three heads. It vigorously races across grassy plains even in arid seasons with little rainfall.,1,
Seel,WATER,,65,45,55,45,45,70,,"1,HEADBUTT,3,GROWL,7,WATERGUN,11,ICYWIND,13,ENCORE,17,ICESHARD,21,REST,23,AQUARING,27,AURORABEAM,31,AQUAJET,33,BRINE,37,TAKEDOWN,41,DIVE,43,AQUATAIL,47,ICEBEAM,51,SAFEGUARD,53,HAIL","AQUATAIL,ATTRACT,BLIZZARD,BODYSLAM,BRINE,CAPTIVATE,CONFIDE,DIVE,DOUBLEEDGE,DOUBLETEAM,DRILLRUN,ECHOEDVOICE,ENDURE,FACADE,FLING,FRUSTRATION,HAIL,HEADBUTT,HIDDENPOWER,ICEBEAM,ICYWIND,IRONTAIL,MIMIC,NATURALGIFT,PROTECT,RAINDANCE,REST,RETURN,ROUND,SAFEGUARD,SECRETPOWER,SIGNALBEAM,SLEEPTALK,SMARTSTRIKE,SNORE,SUBSTITUTE,SURF,SWAGGER,THIEF,WATERFALL,WATERPULSE,WHIRLPOOL",190,50,"THICKFAT,HYDRATION",ICEBODY,1.1,90.0,"Seel hunt for prey in frigid, ice-covered seas. When it needs to breathe, it punches a hole through the ice with the sharply protruding section of its head.",1,"DEWGONG,Level,34"
Dewgong,WATER,ICE,90,70,80,70,70,95,,"0,SHEERCOLD,1,HEADBUTT,1,GROWL,1,WATERGUN,1,BUBBLEBEAM,1,ICYWIND,3,GROWL,7,BUBBLEBEAM,11,ICYWIND,13,ENCORE,17,ICESHARD,21,REST,23,AQUARING,27,AURORABEAM,31,AQUAJET,33,BRINE,39,TAKEDOWN,45,DIVE,49,AQUATAIL,55,ICEBEAM,61,SAFEGUARD,65,HAIL","AQUATAIL,ATTRACT,AVALANCHE,BLIZZARD,BODYSLAM,BRINE,CAPTIVATE,CONFIDE,DIVE,DOUBLEEDGE,DOUBLETEAM,DRILLRUN,ECHOEDVOICE,ENDURE,FACADE,FLING,FROSTBREATH,FRUSTRATION,GIGAIMPACT,HAIL,HEADBUTT,HIDDENPOWER,HYPERBEAM,ICEBEAM,ICYWIND,IRONTAIL,LIQUIDATION,MIMIC,NATURALGIFT,PROTECT,RAINDANCE,REST,RETURN,ROUND,SAFEGUARD,SECRETPOWER,SIGNALBEAM,SLEEPTALK,SMARTSTRIKE,SNORE,SUBSTITUTE,SURF,SWAGGER,THIEF,WATERFALL,WATERPULSE,WHIRLPOOL",75,50,"THICKFAT,HYDRATION",ICEBODY,1.7,120.0,It loves to snooze on bitterly cold ice. The sight of this Pokémon sleeping on a glacier was mistakenly thought to be a mermaid by a mariner long ago.,1,
Grimer,POISON,,80,80,50,25,40,50,,"1,POUND,1,POISONGAS,4,HARDEN,7,MUDSLAP,12,DISABLE,15,SLUDGE,18,SMOG,21,MINIMIZE,26,FLING,29,SLUDGEBOMB,32,SLUDGEWAVE,37,SCREECH,40,GUNKSHOT,43,ACIDARMOR,46,BELCH,48,MEMENTO","ATTRACT,BODYSLAM,CAPTIVATE,CONFIDE,DIG,DOUBLETEAM,DYNAMICPUNCH,ENDURE,EXPLOSION,FACADE,FIREBLAST,FIREPUNCH,FLAMETHROWER,FLING,FRUSTRATION,GIGADRAIN,GUNKSHOT,HIDDENPOWER,ICEPUNCH,INCINERATE,INFESTATION,MIMIC,MUDSLAP,NATURALGIFT,PAINSPLIT,PAYBACK,POISONJAB,POWERUPPUNCH,PROTECT,RAINDANCE,REST,RETURN,ROCKSLIDE,ROCKTOMB,ROUND,SECRETPOWER,SHADOWBALL,SHOCKWAVE,SLEEPTALK,SLUDGEBOMB,SLUDGEWAVE,SNORE,STRENGTH,SUBSTITUTE,SUNNYDAY,SWAGGER,TAUNT,THIEF,THUNDER,THUNDERBOLT,THUNDERPUNCH,TORMENT,VENOSHOCK",190,50,"STENCH,STICKYHOLD",POISONTOUCH,0.9,30.0,"Born from polluted sludge in the sea, Grimer's favorite food is anything filthy. They feed on wastewater pumped out from factories.",1,"MUK,Level,38"
Muk,POISON,,105,105,75,50,65,100,,"0,VENOMDRENCH,1,POUND,1,POISONGAS,1,HARDEN,1,MUDSLAP,4,HARDEN,7,MUDSLAP,12,DISABLE,15,SLUDGE,18,SMOG,21,MINIMIZE,26,FLING,29,SLUDGEBOMB,32,SLUDGEWAVE,37,SCREECH,40,GUNKSHOT,46,ACIDARMOR,52,BELCH,57,MEMENTO","ATTRACT,BLOCK,BODYSLAM,BRICKBREAK,CAPTIVATE,CONFIDE,DARKPULSE,DIG,DOUBLETEAM,DYNAMICPUNCH,ENDURE,EXPLOSION,FACADE,FIREBLAST,FIREPUNCH,FLAMETHROWER,FLING,FOCUSBLAST,FOCUSPUNCH,FRUSTRATION,GIGADRAIN,GIGAIMPACT,GUNKSHOT,HIDDENPOWER,HYPERBEAM,ICEPUNCH,INCINERATE,INFESTATION,MIMIC,MUDSLAP,NATURALGIFT,PAINSPLIT,PAYBACK,POISONJAB,POWERUPPUNCH,PROTECT,RAINDANCE,REST,RETURN,ROCKSLIDE,ROCKSMASH,ROCKTOMB,ROUND,SECRETPOWER,SHADOWBALL,SHOCKWAVE,SLEEPTALK,SLUDGEBOMB,SLUDGEWAVE,SNORE,STRENGTH,SUBSTITUTE,SUNNYDAY,SWAGGER,TAUNT,THIEF,THUNDER,THUNDERBOLT,THUNDERPUNCH,TORMENT,VENOSHOCK",75,50,"STENCH,STICKYHOLD",POISONTOUCH,1.2,30.0,"It prefers warm and humid habitats. In the summertime, the toxic substances in its body intensify, making Muk reek like putrid kitchen garbage.",1,
Shellder,WATER,,30,65,100,40,45,25,,"1,TACKLE,1,WATERGUN,4,WITHDRAW,8,ICESHARD,12,LEER,16,WHIRLPOOL,20,SUPERSONIC,24,AURORABEAM,28,PROTECT,32,RAZORSHELL,36,IRONDEFENSE,40,ICEBEAM,44,SHELLSMASH,48,HYDROPUMP","ATTRACT,AVALANCHE,BLIZZARD,BRINE,CAPTIVATE,CONFIDE,DIVE,DOUBLEEDGE,DOUBLETEAM,ENDURE,EXPLOSION,FACADE,FRUSTRATION,HAIL,HIDDENPOWER,HYDROPUMP,ICEBEAM,ICICLESPEAR,ICYWIND,IRONDEFENSE,LIQUIDATION,MIMIC,MUDSHOT,NATURALGIFT,PAYBACK,PROTECT,RAINDANCE,RAZORSHELL,REST,RETURN,ROCKBLAST,ROUND,SCREECH,SECRETPOWER,SELFDESTRUCT,SLEEPTALK,SNORE,SUBSTITUTE,SURF,SWAGGER,SWIFT,TRIATTACK,WATERPULSE,WHIRLPOOL",190,50,"SHELLARMOR,SKILLLINK",OVERCOAT,0.3,4.0,"At night, it burrows a hole in the seafloor with its broad tongue to make a place to sleep. While asleep, it closes its shell, but leaves its tongue hanging out.",1,"CLOYSTER,Item,WATERSTONE"
Cloyster,WATER,ICE,50,95,180,70,85,45,,"0,ICICLESPEAR,1,ICICLECRASH,1,TOXICSPIKES,1,SPIKES,1,LEER,1,WHIRLPOOL,1,SUPERSONIC,1,AURORABEAM,1,PROTECT,1,RAZORSHELL,1,IRONDEFENSE,1,ICEBEAM,1,SHELLSMASH,1,HYDROPUMP,1,TACKLE,1,WATERGUN,1,WITHDRAW,1,ICESHARD","ATTRACT,AVALANCHE,BLIZZARD,BRINE,CAPTIVATE,CONFIDE,DIVE,DOUBLEEDGE,DOUBLETEAM,ENDURE,EXPLOSION,FACADE,FROSTBREATH,FRUSTRATION,GIGAIMPACT,HAIL,HIDDENPOWER,HYDROPUMP,HYPERBEAM,ICEBEAM,ICICLESPEAR,ICYWIND,IRONDEFENSE,LIGHTSCREEN,LIQUIDATION,MIMIC,MUDSHOT,NATURALGIFT,PAYBACK,PINMISSILE,POISONJAB,PROTECT,RAINDANCE,RAZORSHELL,REST,RETURN,ROCKBLAST,ROUND,SCREECH,SECRETPOWER,SELFDESTRUCT,SIGNALBEAM,SLEEPTALK,SMARTSTRIKE,SNORE,SPIKES,STEELROLLER,SUBSTITUTE,SURF,SWAGGER,SWIFT,TORMENT,TOXICSPIKES,TRIATTACK,WATERPULSE,WEATHERBALL,WHIRLPOOL",60,50,"SHELLARMOR,SKILLLINK",OVERCOAT,1.5,132.5,"It swims in the sea by swallowing water, then jetting it out toward the rear. The Cloyster shoots spikes from its shell using the same system.",1,
Gastly,GHOST,POISON,30,35,30,80,100,35,,"1,LICK,1,CONFUSERAY,4,HYPNOSIS,8,MEANLOOK,12,PAYBACK,16,SPITE,20,CURSE,24,HEX,28,NIGHTSHADE,32,SUCKERPUNCH,36,DARKPULSE,40,SHADOWBALL,44,DESTINYBOND,48,DREAMEATER","ALLYSWITCH,ATTRACT,CAPTIVATE,CONFIDE,CORROSIVEGAS,DARKPULSE,DAZZLINGGLEAM,DOUBLETEAM,DREAMEATER,EMBARGO,ENDURE,ENERGYBALL,EXPLOSION,FACADE,FIREPUNCH,FOULPLAY,FRUSTRATION,GIGADRAIN,HEX,HIDDENPOWER,ICEPUNCH,ICYWIND,INFESTATION,KNOCKOFF,MIMIC,NATURALGIFT,OMINOUSWIND,PAINSPLIT,PAYBACK,POISONJAB,POLTERGEIST,PROTECT,PSYCHIC,PSYCHUP,RAINDANCE,REST,RETURN,ROUND,SCARYFACE,SECRETPOWER,SELFDESTRUCT,SHADOWBALL,SKILLSWAP,SKITTERSMACK,SLEEPTALK,SLUDGEBOMB,SLUDGEWAVE,SNATCH,SNORE,SPITE,SUBSTITUTE,SUCKERPUNCH,SUNNYDAY,SWAGGER,TAUNT,TELEKINESIS,THIEF,THUNDERBOLT,THUNDERPUNCH,TORMENT,TOXIC,TRICK,TRICKROOM,UPROAR,VENOSHOCK,WILLOWISP,WONDERROOM",190,50,LEVITATE,,1.3,0.1,"When exposed to a strong wind, a Gastly's gaseous body quickly dwindles away. They cluster under the eaves of houses to escape the ravages of wind.",1,"HAUNTER,Level,25"
